timestamp,soil_moisture,soil_nutrients,soil_ph,sensor_id,temperature_x,humidity_x,date_x,temperature_y,humidity_y,rainfall,date_y,crop,price_per_unit,yield_per_hectare,water_usage,carbon_emission
2024-06-01,32.5,45.2,6.8,1,27.0,64,2024-06-01,28.5,65,2.1,2024-06-01,Wheat,5.2,3500,1500,200
2024-06-01,32.5,45.2,6.8,1,27.0,64,2024-06-01,28.5,65,2.1,2024-06-01,Wheat,5.2,3550,1500,200
2024-06-01,32.5,45.2,6.8,1,27.0,64,2024-06-01,28.5,65,2.1,2024-06-01,Wheat,5.2,3600,1500,200
2024-06-01,32.5,45.2,6.8,1,27.0,64,2024-06-01,28.5,65,2.1,2024-06-01,Wheat,5.2,3650,1500,200
2024-06-01,32.5,45.2,6.8,1,27.0,64,2024-06-01,28.5,65,2.1,2024-06-01,Wheat,5.2,3700,1500,200
2024-06-01,32.5,45.2,6.8,1,27.0,64,2024-06-01,28.5,65,2.1,2024-06-01,Wheat,5.2,3750,1500,200
2024-06-01,32.5,45.2,6.8,1,27.0,64,2024-06-01,28.5,65,2.1,2024-06-01,Wheat,5.2,3800,1500,200
2024-06-02,30.0,46.5,6.7,1,28.0,60,2024-06-02,30.0,60,1.8,2024-06-02,Wheat,5.3,3500,1550,210
2024-06-02,30.0,46.5,6.7,1,28.0,60,2024-06-02,30.0,60,1.8,2024-06-02,Wheat,5.3,3550,1550,210
2024-06-02,30.0,46.5,6.7,1,28.0,60,2024-06-02,30.0,60,1.8,2024-06-02,Wheat,5.3,3600,1550,210
2024-06-02,30.0,46.5,6.7,1,28.0,60,2024-06-02,30.0,60,1.8,2024-06-02,Wheat,5.3,3650,1550,210
2024-06-02,30.0,46.5,6.7,1,28.0,60,2024-06-02,30.0,60,1.8,2024-06-02,Wheat,5.3,3700,1550,210
2024-06-02,30.0,46.5,6.7,1,28.0,60,2024-06-02,30.0,60,1.8,2024-06-02,Wheat,5.3,3750,1550,210
2024-06-02,30.0,46.5,6.7,1,28.0,60,2024-06-02,30.0,60,1.8,2024-06-02,Wheat,5.3,3800,1550,210
2024-06-03,29.8,44.9,6.6,1,29.0,63,2024-06-03,29.2,62,0.0,2024-06-03,Corn,4.8,4000,1400,190
2024-06-03,29.8,44.9,6.6,1,29.0,63,2024-06-03,29.2,62,0.0,2024-06-03,Corn,4.8,4050,1400,190
2024-06-03,29.8,44.9,6.6,1,29.0,63,2024-06-03,29.2,62,0.0,2024-06-03,Corn,4.8,4100,1400,190
2024-06-03,29.8,44.9,6.6,1,29.0,63,2024-06-03,29.2,62,0.0,2024-06-03,Corn,4.8,4150,1400,190
2024-06-03,29.8,44.9,6.6,1,29.0,63,2024-06-03,29.2,62,0.0,2024-06-03,Corn,4.8,4200,1400,190
2024-06-03,29.8,44.9,6.6,1,29.0,63,2024-06-03,29.2,62,0.0,2024-06-03,Corn,4.8,4250,1400,190
2024-06-03,29.8,44.9,6.6,1,29.0,63,2024-06-03,29.2,62,0.0,2024-06-03,Corn,4.8,4300,1400,190
2024-06-04,31.0,45.3,6.7,1,30.0,62,2024-06-04,31.0,64,0.5,2024-06-04,Corn,4.9,4000,1450,205
2024-06-04,31.0,45.3,6.7,1,30.0,62,2024-06-04,31.0,64,0.5,2024-06-04,Corn,4.9,4050,1450,205
2024-06-04,31.0,45.3,6.7,1,30.0,62,2024-06-04,31.0,64,0.5,2024-06-04,Corn,4.9,4100,1450,205
2024-06-04,31.0,45.3,6.7,1,30.0,62,2024-06-04,31.0,64,0.5,2024-06-04,Corn,4.9,4150,1450,205
2024-06-04,31.0,45.3,6.7,1,30.0,62,2024-06-04,31.0,64,0.5,2024-06-04,Corn,4.9,4200,1450,205
2024-06-04,31.0,45.3,6.7,1,30.0,62,2024-06-04,31.0,64,0.5,2024-06-04,Corn,4.9,4250,1450,205
2024-06-04,31.0,45.3,6.7,1,30.0,62,2024-06-04,31.0,64,0.5,2024-06-04,Corn,4.9,4300,1450,205
2024-06-05,30.2,45.1,6.8,1,28.5,65,2024-06-05,30.5,61,1.2,2024-06-05,Wheat,5.4,3500,1500,200
2024-06-05,30.2,45.1,6.8,1,28.5,65,2024-06-05,30.5,61,1.2,2024-06-05,Wheat,5.4,3550,1500,200
2024-06-05,30.2,45.1,6.8,1,28.5,65,2024-06-05,30.5,61,1.2,2024-06-05,Wheat,5.4,3600,1500,200
2024-06-05,30.2,45.1,6.8,1,28.5,65,2024-06-05,30.5,61,1.2,2024-06-05,Wheat,5.4,3650,1500,200
2024-06-05,30.2,45.1,6.8,1,28.5,65,2024-06-05,30.5,61,1.2,2024-06-05,Wheat,5.4,3700,1500,200
2024-06-05,30.2,45.1,6.8,1,28.5,65,2024-06-05,30.5,61,1.2,2024-06-05,Wheat,5.4,3750,1500,200
2024-06-05,30.2,45.1,6.8,1,28.5,65,2024-06-05,30.5,61,1.2,2024-06-05,Wheat,5.4,3800,1500,200
2024-06-06,29.9,44.8,6.7,1,27.8,64,2024-06-06,29.8,63,0.3,2024-06-06,Corn,4.7,4000,1550,210
2024-06-06,29.9,44.8,6.7,1,27.8,64,2024-06-06,29.8,63,0.3,2024-06-06,Corn,4.7,4050,1550,210
2024-06-06,29.9,44.8,6.7,1,27.8,64,2024-06-06,29.8,63,0.3,2024-06-06,Corn,4.7,4100,1550,210
2024-06-06,29.9,44.8,6.7,1,27.8,64,2024-06-06,29.8,63,0.3,2024-06-06,Corn,4.7,4150,1550,210
2024-06-06,29.9,44.8,6.7,1,27.8,64,2024-06-06,29.8,63,0.3,2024-06-06,Corn,4.7,4200,1550,210
2024-06-06,29.9,44.8,6.7,1,27.8,64,2024-06-06,29.8,63,0.3,2024-06-06,Corn,4.7,4250,1550,210
2024-06-06,29.9,44.8,6.7,1,27.8,64,2024-06-06,29.8,63,0.3,2024-06-06,Corn,4.7,4300,1550,210
2024-06-07,30.1,45.0,6.8,1,29.1,61,2024-06-07,30.2,60,1.0,2024-06-07,Wheat,5.1,3500,1400,195
2024-06-07,30.1,45.0,6.8,1,29.1,61,2024-06-07,30.2,60,1.0,2024-06-07,Wheat,5.1,3550,1400,195
2024-06-07,30.1,45.0,6.8,1,29.1,61,2024-06-07,30.2,60,1.0,2024-06-07,Wheat,5.1,3600,1400,195
2024-06-07,30.1,45.0,6.8,1,29.1,61,2024-06-07,30.2,60,1.0,2024-06-07,Wheat,5.1,3650,1400,195
2024-06-07,30.1,45.0,6.8,1,29.1,61,2024-06-07,30.2,60,1.0,2024-06-07,Wheat,5.1,3700,1400,195
2024-06-07,30.1,45.0,6.8,1,29.1,61,2024-06-07,30.2,60,1.0,2024-06-07,Wheat,5.1,3750,1400,195
2024-06-07,30.1,45.0,6.8,1,29.1,61,2024-06-07,30.2,60,1.0,2024-06-07,Wheat,5.1,3800,1400,195
2024-06-08,32.0,46.0,6.6,1,30.2,60,2024-06-08,32.0,59,0.8,2024-06-08,Corn,4.6,4000,1450,205
2024-06-08,32.0,46.0,6.6,1,30.2,60,2024-06-08,32.0,59,0.8,2024-06-08,Corn,4.6,4050,1450,205
2024-06-08,32.0,46.0,6.6,1,30.2,60,2024-06-08,32.0,59,0.8,2024-06-08,Corn,4.6,4100,1450,205
2024-06-08,32.0,46.0,6.6,1,30.2,60,2024-06-08,32.0,59,0.8,2024-06-08,Corn,4.6,4150,1450,205
2024-06-08,32.0,46.0,6.6,1,30.2,60,2024-06-08,32.0,59,0.8,2024-06-08,Corn,4.6,4200,1450,205
2024-06-08,32.0,46.0,6.6,1,30.2,60,2024-06-08,32.0,59,0.8,2024-06-08,Corn,4.6,4250,1450,205
2024-06-08,32.0,46.0,6.6,1,30.2,60,2024-06-08,32.0,59,0.8,2024-06-08,Corn,4.6,4300,1450,205
2024-06-09,31.5,45.7,6.5,1,28.7,63,2024-06-09,31.5,62,1.5,2024-06-09,Wheat,5.3,3500,1500,210
2024-06-09,31.5,45.7,6.5,1,28.7,63,2024-06-09,31.5,62,1.5,2024-06-09,Wheat,5.3,3550,1500,210
2024-06-09,31.5,45.7,6.5,1,28.7,63,2024-06-09,31.5,62,1.5,2024-06-09,Wheat,5.3,3600,1500,210
2024-06-09,31.5,45.7,6.5,1,28.7,63,2024-06-09,31.5,62,1.5,2024-06-09,Wheat,5.3,3650,1500,210
2024-06-09,31.5,45.7,6.5,1,28.7,63,2024-06-09,31.5,62,1.5,2024-06-09,Wheat,5.3,3700,1500,210
2024-06-09,31.5,45.7,6.5,1,28.7,63,2024-06-09,31.5,62,1.5,2024-06-09,Wheat,5.3,3750,1500,210
2024-06-09,31.5,45.7,6.5,1,28.7,63,2024-06-09,31.5,62,1.5,2024-06-09,Wheat,5.3,3800,1500,210
2024-06-10,30.8,45.5,6.7,1,29.5,62,2024-06-10,30.8,64,0.2,2024-06-10,Corn,4.8,4000,1550,200
2024-06-10,30.8,45.5,6.7,1,29.5,62,2024-06-10,30.8,64,0.2,2024-06-10,Corn,4.8,4050,1550,200
2024-06-10,30.8,45.5,6.7,1,29.5,62,2024-06-10,30.8,64,0.2,2024-06-10,Corn,4.8,4100,1550,200
2024-06-10,30.8,45.5,6.7,1,29.5,62,2024-06-10,30.8,64,0.2,2024-06-10,Corn,4.8,4150,1550,200
2024-06-10,30.8,45.5,6.7,1,29.5,62,2024-06-10,30.8,64,0.2,2024-06-10,Corn,4.8,4200,1550,200
2024-06-10,30.8,45.5,6.7,1,29.5,62,2024-06-10,30.8,64,0.2,2024-06-10,Corn,4.8,4250,1550,200
2024-06-10,30.8,45.5,6.7,1,29.5,62,2024-06-10,30.8,64,0.2,2024-06-10,Corn,4.8,4300,1550,200
2024-06-11,29.7,44.5,6.8,1,27.9,64,2024-06-11,29.7,65,0.0,2024-06-11,Wheat,5.5,3500,1400,190
2024-06-11,29.7,44.5,6.8,1,27.9,64,2024-06-11,29.7,65,0.0,2024-06-11,Wheat,5.5,3550,1400,190
2024-06-11,29.7,44.5,6.8,1,27.9,64,2024-06-11,29.7,65,0.0,2024-06-11,Wheat,5.5,3600,1400,190
2024-06-11,29.7,44.5,6.8,1,27.9,64,2024-06-11,29.7,65,0.0,2024-06-11,Wheat,5.5,3650,1400,190
2024-06-11,29.7,44.5,6.8,1,27.9,64,2024-06-11,29.7,65,0.0,2024-06-11,Wheat,5.5,3700,1400,190
2024-06-11,29.7,44.5,6.8,1,27.9,64,2024-06-11,29.7,65,0.0,2024-06-11,Wheat,5.5,3750,1400,190
2024-06-11,29.7,44.5,6.8,1,27.9,64,2024-06-11,29.7,65,0.0,2024-06-11,Wheat,5.5,3800,1400,190
2024-06-12,31.2,45.8,6.6,1,28.4,65,2024-06-12,31.2,63,1.1,2024-06-12,Corn,4.9,4000,1450,205
2024-06-12,31.2,45.8,6.6,1,28.4,65,2024-06-12,31.2,63,1.1,2024-06-12,Corn,4.9,4050,1450,205
2024-06-12,31.2,45.8,6.6,1,28.4,65,2024-06-12,31.2,63,1.1,2024-06-12,Corn,4.9,4100,1450,205
2024-06-12,31.2,45.8,6.6,1,28.4,65,2024-06-12,31.2,63,1.1,2024-06-12,Corn,4.9,4150,1450,205
2024-06-12,31.2,45.8,6.6,1,28.4,65,2024-06-12,31.2,63,1.1,2024-06-12,Corn,4.9,4200,1450,205
2024-06-12,31.2,45.8,6.6,1,28.4,65,2024-06-12,31.2,63,1.1,2024-06-12,Corn,4.9,4250,1450,205
2024-06-12,31.2,45.8,6.6,1,28.4,65,2024-06-12,31.2,63,1.1,2024-06-12,Corn,4.9,4300,1450,205
2024-06-13,32.3,46.2,6.7,1,29.0,63,2024-06-13,32.3,60,0.7,2024-06-13,Wheat,5.4,3500,1500,210
2024-06-13,32.3,46.2,6.7,1,29.0,63,2024-06-13,32.3,60,0.7,2024-06-13,Wheat,5.4,3550,1500,210
2024-06-13,32.3,46.2,6.7,1,29.0,63,2024-06-13,32.3,60,0.7,2024-06-13,Wheat,5.4,3600,1500,210
2024-06-13,32.3,46.2,6.7,1,29.0,63,2024-06-13,32.3,60,0.7,2024-06-13,Wheat,5.4,3650,1500,210
2024-06-13,32.3,46.2,6.7,1,29.0,63,2024-06-13,32.3,60,0.7,2024-06-13,Wheat,5.4,3700,1500,210
2024-06-13,32.3,46.2,6.7,1,29.0,63,2024-06-13,32.3,60,0.7,2024-06-13,Wheat,5.4,3750,1500,210
2024-06-13,32.3,46.2,6.7,1,29.0,63,2024-06-13,32.3,60,0.7,2024-06-13,Wheat,5.4,3800,1500,210
2024-06-14,30.5,45.3,6.8,1,30.1,61,2024-06-14,30.5,62,1.3,2024-06-14,Corn,4.7,4000,1550,200
2024-06-14,30.5,45.3,6.8,1,30.1,61,2024-06-14,30.5,62,1.3,2024-06-14,Corn,4.7,4050,1550,200
2024-06-14,30.5,45.3,6.8,1,30.1,61,2024-06-14,30.5,62,1.3,2024-06-14,Corn,4.7,4100,1550,200
2024-06-14,30.5,45.3,6.8,1,30.1,61,2024-06-14,30.5,62,1.3,2024-06-14,Corn,4.7,4150,1550,200
2024-06-14,30.5,45.3,6.8,1,30.1,61,2024-06-14,30.5,62,1.3,2024-06-14,Corn,4.7,4200,1550,200
2024-06-14,30.5,45.3,6.8,1,30.1,61,2024-06-14,30.5,62,1.3,2024-06-14,Corn,4.7,4250,1550,200
2024-06-14,30.5,45.3,6.8,1,30.1,61,2024-06-14,30.5,62,1.3,2024-06-14,Corn,4.7,4300,1550,200
2024-06-15,29.8,44.9,6.7,1,28.8,64,2024-06-15,29.8,64,0.4,2024-06-15,Wheat,5.6,3500,1400,195
2024-06-15,29.8,44.9,6.7,1,28.8,64,2024-06-15,29.8,64,0.4,2024-06-15,Wheat,5.6,3550,1400,195
2024-06-15,29.8,44.9,6.7,1,28.8,64,2024-06-15,29.8,64,0.4,2024-06-15,Wheat,5.6,3600,1400,195
2024-06-15,29.8,44.9,6.7,1,28.8,64,2024-06-15,29.8,64,0.4,2024-06-15,Wheat,5.6,3650,1400,195
2024-06-15,29.8,44.9,6.7,1,28.8,64,2024-06-15,29.8,64,0.4,2024-06-15,Wheat,5.6,3700,1400,195
