timestamp,soil_moisture,soil_nutrients,soil_ph,sensor_id,temperature_x,humidity_x,date_x,temperature_y,humidity_y,rainfall,date_y,crop,price_per_unit,yield_per_hectare,water_usage,carbon_emission
2024-06-15,29.8,44.9,6.7,1,28.8,64,2024-06-15,29.8,64,0.4,2024-06-15,Wheat,5.6,3750,1400,195
2024-06-15,29.8,44.9,6.7,1,28.8,64,2024-06-15,29.8,64,0.4,2024-06-15,Wheat,5.6,3800,1400,195
2024-06-16,31.0,45.1,6.6,1,29.2,60,2024-06-16,31.0,61,1.2,2024-06-16,Corn,4.8,4000,1450,205
2024-06-16,31.0,45.1,6.6,1,29.2,60,2024-06-16,31.0,61,1.2,2024-06-16,Corn,4.8,4050,1450,205
2024-06-16,31.0,45.1,6.6,1,29.2,60,2024-06-16,31.0,61,1.2,2024-06-16,Corn,4.8,4100,1450,205
2024-06-16,31.0,45.1,6.6,1,29.2,60,2024-06-16,31.0,61,1.2,2024-06-16,Corn,4.8,4150,1450,205
2024-06-16,31.0,45.1,6.6,1,29.2,60,2024-06-16,31.0,61,1.2,2024-06-16,Corn,4.8,4200,1450,205
2024-06-16,31.0,45.1,6.6,1,29.2,60,2024-06-16,31.0,61,1.2,2024-06-16,Corn,4.8,4250,1450,205
2024-06-16,31.0,45.1,6.6,1,29.2,60,2024-06-16,31.0,61,1.2,2024-06-16,Corn,4.8,4300,1450,205
2024-06-17,30.2,45.4,6.8,1,30.0,62,2024-06-17,30.2,62,0.9,2024-06-17,Wheat,5.2,3500,1500,210
2024-06-17,30.2,45.4,6.8,1,30.0,62,2024-06-17,30.2,62,0.9,2024-06-17,Wheat,5.2,3550,1500,210
2024-06-17,30.2,45.4,6.8,1,30.0,62,2024-06-17,30.2,62,0.9,2024-06-17,Wheat,5.2,3600,1500,210
2024-06-17,30.2,45.4,6.8,1,30.0,62,2024-06-17,30.2,62,0.9,2024-06-17,Wheat,5.2,3650,1500,210
2024-06-17,30.2,45.4,6.8,1,30.0,62,2024-06-17,30.2,62,0.9,2024-06-17,Wheat,5.2,3700,1500,210
2024-06-17,30.2,45.4,6.8,1,30.0,62,2024-06-17,30.2,62,0.9,2024-06-17,Wheat,5.2,3750,1500,210
2024-06-17,30.2,45.4,6.8,1,30.0,62,2024-06-17,30.2,62,0.9,2024-06-17,Wheat,5.2,3800,1500,210
2024-06-18,29.9,44.6,6.7,1,28.6,63,2024-06-18,29.9,63,1.0,2024-06-18,Corn,4.6,4000,1550,200
2024-06-18,29.9,44.6,6.7,1,28.6,63,2024-06-18,29.9,63,1.0,2024-06-18,Corn,4.6,4050,1550,200
2024-06-18,29.9,44.6,6.7,1,28.6,63,2024-06-18,29.9,63,1.0,2024-06-18,Corn,4.6,4100,1550,200
2024-06-18,29.9,44.6,6.7,1,28.6,63,2024-06-18,29.9,63,1.0,2024-06-18,Corn,4.6,4150,1550,200
2024-06-18,29.9,44.6,6.7,1,28.6,63,2024-06-18,29.9,63,1.0,2024-06-18,Corn,4.6,4200,1550,200
2024-06-18,29.9,44.6,6.7,1,28.6,63,2024-06-18,29.9,63,1.0,2024-06-18,Corn,4.6,4250,1550,200
2024-06-18,29.9,44.6,6.7,1,28.6,63,2024-06-18,29.9,63,1.0,2024-06-18,Corn,4.6,4300,1550,200
2024-06-19,30.1,45.2,6.8,1,29.4,61,2024-06-19,30.1,60,1.4,2024-06-19,Wheat,5.3,3500,1400,195
2024-06-19,30.1,45.2,6.8,1,29.4,61,2024-06-19,30.1,60,1.4,2024-06-19,Wheat,5.3,3550,1400,195
2024-06-19,30.1,45.2,6.8,1,29.4,61,2024-06-19,30.1,60,1.4,2024-06-19,Wheat,5.3,3600,1400,195
2024-06-19,30.1,45.2,6.8,1,29.4,61,2024-06-19,30.1,60,1.4,2024-06-19,Wheat,5.3,3650,1400,195
2024-06-19,30.1,45.2,6.8,1,29.4,61,2024-06-19,30.1,60,1.4,2024-06-19,Wheat,5.3,3700,1400,195
2024-06-19,30.1,45.2,6.8,1,29.4,61,2024-06-19,30.1,60,1.4,2024-06-19,Wheat,5.3,3750,1400,195
2024-06-19,30.1,45.2,6.8,1,29.4,61,2024-06-19,30.1,60,1.4,2024-06-19,Wheat,5.3,3800,1400,195
2024-06-20,32.0,46.1,6.5,1,30.2,60,2024-06-20,32.0,59,0.6,2024-06-20,Corn,4.7,4000,1450,205
2024-06-20,32.0,46.1,6.5,1,30.2,60,2024-06-20,32.0,59,0.6,2024-06-20,Corn,4.7,4050,1450,205
2024-06-20,32.0,46.1,6.5,1,30.2,60,2024-06-20,32.0,59,0.6,2024-06-20,Corn,4.7,4100,1450,205
2024-06-20,32.0,46.1,6.5,1,30.2,60,2024-06-20,32.0,59,0.6,2024-06-20,Corn,4.7,4150,1450,205
2024-06-20,32.0,46.1,6.5,1,30.2,60,2024-06-20,32.0,59,0.6,2024-06-20,Corn,4.7,4200,1450,205
2024-06-20,32.0,46.1,6.5,1,30.2,60,2024-06-20,32.0,59,0.6,2024-06-20,Corn,4.7,4250,1450,205
2024-06-20,32.0,46.1,6.5,1,30.2,60,2024-06-20,32.0,59,0.6,2024-06-20,Corn,4.7,4300,1450,205
2024-06-21,31.7,45.8,6.6,1,27.7,64,2024-06-21,31.7,61,1.3,2024-06-21,Wheat,5.4,3500,1500,210
2024-06-21,31.7,45.8,6.6,1,27.7,64,2024-06-21,31.7,61,1.3,2024-06-21,Wheat,5.4,3550,1500,210
2024-06-21,31.7,45.8,6.6,1,27.7,64,2024-06-21,31.7,61,1.3,2024-06-21,Wheat,5.4,3600,1500,210
2024-06-21,31.7,45.8,6.6,1,27.7,64,2024-06-21,31.7,61,1.3,2024-06-21,Wheat,5.4,3650,1500,210
2024-06-21,31.7,45.8,6.6,1,27.7,64,2024-06-21,31.7,61,1.3,2024-06-21,Wheat,5.4,3700,1500,210
2024-06-21,31.7,45.8,6.6,1,27.7,64,2024-06-21,31.7,61,1.3,2024-06-21,Wheat,5.4,3750,1500,210
2024-06-21,31.7,45.8,6.6,1,27.7,64,2024-06-21,31.7,61,1.3,2024-06-21,Wheat,5.4,3800,1500,210
2024-06-22,30.9,45.3,6.7,1,28.9,62,2024-06-22,30.9,62,0.5,2024-06-22,Corn,4.9,4000,1550,200
2024-06-22,30.9,45.3,6.7,1,28.9,62,2024-06-22,30.9,62,0.5,2024-06-22,Corn,4.9,4050,1550,200
2024-06-22,30.9,45.3,6.7,1,28.9,62,2024-06-22,30.9,62,0.5,2024-06-22,Corn,4.9,4100,1550,200
2024-06-22,30.9,45.3,6.7,1,28.9,62,2024-06-22,30.9,62,0.5,2024-06-22,Corn,4.9,4150,1550,200
2024-06-22,30.9,45.3,6.7,1,28.9,62,2024-06-22,30.9,62,0.5,2024-06-22,Corn,4.9,4200,1550,200
2024-06-22,30.9,45.3,6.7,1,28.9,62,2024-06-22,30.9,62,0.5,2024-06-22,Corn,4.9,4250,1550,200
2024-06-22,30.9,45.3,6.7,1,28.9,62,2024-06-22,30.9,62,0.5,2024-06-22,Corn,4.9,4300,1550,200
2024-06-23,31.0,46.0,6.8,1,29.3,63,2024-06-23,31.0,64,1.1,2024-06-23,Wheat,5.1,3500,1400,195
2024-06-23,31.0,46.0,6.8,1,29.3,63,2024-06-23,31.0,64,1.1,2024-06-23,Wheat,5.1,3550,1400,195
2024-06-23,31.0,46.0,6.8,1,29.3,63,2024-06-23,31.0,64,1.1,2024-06-23,Wheat,5.1,3600,1400,195
2024-06-23,31.0,46.0,6.8,1,29.3,63,2024-06-23,31.0,64,1.1,2024-06-23,Wheat,5.1,3650,1400,195
2024-06-23,31.0,46.0,6.8,1,29.3,63,2024-06-23,31.0,64,1.1,2024-06-23,Wheat,5.1,3700,1400,195
2024-06-23,31.0,46.0,6.8,1,29.3,63,2024-06-23,31.0,64,1.1,2024-06-23,Wheat,5.1,3750,1400,195
2024-06-23,31.0,46.0,6.8,1,29.3,63,2024-06-23,31.0,64,1.1,2024-06-23,Wheat,5.1,3800,1400,195
2024-06-24,32.1,45.9,6.5,1,30.0,61,2024-06-24,32.1,60,0.8,2024-06-24,Corn,4.8,4000,1450,205
2024-06-24,32.1,45.9,6.5,1,30.0,61,2024-06-24,32.1,60,0.8,2024-06-24,Corn,4.8,4050,1450,205
2024-06-24,32.1,45.9,6.5,1,30.0,61,2024-06-24,32.1,60,0.8,2024-06-24,Corn,4.8,4100,1450,205
2024-06-24,32.1,45.9,6.5,1,30.0,61,2024-06-24,32.1,60,0.8,2024-06-24,Corn,4.8,4150,1450,205
2024-06-24,32.1,45.9,6.5,1,30.0,61,2024-06-24,32.1,60,0.8,2024-06-24,Corn,4.8,4200,1450,205
2024-06-24,32.1,45.9,6.5,1,30.0,61,2024-06-24,32.1,60,0.8,2024-06-24,Corn,4.8,4250,1450,205
2024-06-24,32.1,45.9,6.5,1,30.0,61,2024-06-24,32.1,60,0.8,2024-06-24,Corn,4.8,4300,1450,205
2024-06-25,30.7,45.6,6.7,1,28.5,64,2024-06-25,30.7,63,1.2,2024-06-25,Wheat,5.6,3500,1500,210
2024-06-25,30.7,45.6,6.7,1,28.5,64,2024-06-25,30.7,63,1.2,2024-06-25,Wheat,5.6,3550,1500,210
2024-06-25,30.7,45.6,6.7,1,28.5,64,2024-06-25,30.7,63,1.2,2024-06-25,Wheat,5.6,3600,1500,210
2024-06-25,30.7,45.6,6.7,1,28.5,64,2024-06-25,30.7,63,1.2,2024-06-25,Wheat,5.6,3650,1500,210
2024-06-25,30.7,45.6,6.7,1,28.5,64,2024-06-25,30.7,63,1.2,2024-06-25,Wheat,5.6,3700,1500,210
2024-06-25,30.7,45.6,6.7,1,28.5,64,2024-06-25,30.7,63,1.2,2024-06-25,Wheat,5.6,3750,1500,210
2024-06-25,30.7,45.6,6.7,1,28.5,64,2024-06-25,30.7,63,1.2,2024-06-25,Wheat,5.6,3800,1500,210
2024-06-26,29.8,44.8,6.6,1,27.8,63,2024-06-26,29.8,64,0.7,2024-06-26,Corn,4.7,4000,1550,200
2024-06-26,29.8,44.8,6.6,1,27.8,63,2024-06-26,29.8,64,0.7,2024-06-26,Corn,4.7,4050,1550,200
2024-06-26,29.8,44.8,6.6,1,27.8,63,2024-06-26,29.8,64,0.7,2024-06-26,Corn,4.7,4100,1550,200
2024-06-26,29.8,44.8,6.6,1,27.8,63,2024-06-26,29.8,64,0.7,2024-06-26,Corn,4.7,4150,1550,200
2024-06-26,29.8,44.8,6.6,1,27.8,63,2024-06-26,29.8,64,0.7,2024-06-26,Corn,4.7,4200,1550,200
2024-06-26,29.8,44.8,6.6,1,27.8,63,2024-06-26,29.8,64,0.7,2024-06-26,Corn,4.7,4250,1550,200
2024-06-26,29.8,44.8,6.6,1,27.8,63,2024-06-26,29.8,64,0.7,2024-06-26,Corn,4.7,4300,1550,200
2024-06-27,31.1,45.5,6.7,1,29.0,62,2024-06-27,31.1,62,1.4,2024-06-27,Wheat,5.3,3500,1400,195
2024-06-27,31.1,45.5,6.7,1,29.0,62,2024-06-27,31.1,62,1.4,2024-06-27,Wheat,5.3,3550,1400,195
2024-06-27,31.1,45.5,6.7,1,29.0,62,2024-06-27,31.1,62,1.4,2024-06-27,Wheat,5.3,3600,1400,195
2024-06-27,31.1,45.5,6.7,1,29.0,62,2024-06-27,31.1,62,1.4,2024-06-27,Wheat,5.3,3650,1400,195
2024-06-27,31.1,45.5,6.7,1,29.0,62,2024-06-27,31.1,62,1.4,2024-06-27,Wheat,5.3,3700,1400,195
2024-06-27,31.1,45.5,6.7,1,29.0,62,2024-06-27,31.1,62,1.4,2024-06-27,Wheat,5.3,3750,1400,195
2024-06-27,31.1,45.5,6.7,1,29.0,62,2024-06-27,31.1,62,1.4,2024-06-27,Wheat,5.3,3800,1400,195
2024-06-28,30.3,45.7,6.8,1,30.1,60,2024-06-28,30.3,61,0.9,2024-06-28,Corn,4.9,4000,1450,205
2024-06-28,30.3,45.7,6.8,1,30.1,60,2024-06-28,30.3,61,0.9,2024-06-28,Corn,4.9,4050,1450,205
2024-06-28,30.3,45.7,6.8,1,30.1,60,2024-06-28,30.3,61,0.9,2024-06-28,Corn,4.9,4100,1450,205
2024-06-28,30.3,45.7,6.8,1,30.1,60,2024-06-28,30.3,61,0.9,2024-06-28,Corn,4.9,4150,1450,205
2024-06-28,30.3,45.7,6.8,1,30.1,60,2024-06-28,30.3,61,0.9,2024-06-28,Corn,4.9,4200,1450,205
2024-06-28,30.3,45.7,6.8,1,30.1,60,2024-06-28,30.3,61,0.9,2024-06-28,Corn,4.9,4250,1450,205
2024-06-28,30.3,45.7,6.8,1,30.1,60,2024-06-28,30.3,61,0.9,2024-06-28,Corn,4.9,4300,1450,205
2024-06-29,32.2,46.3,6.6,1,28.7,64,2024-06-29,32.2,60,1.5,2024-06-29,Wheat,5.5,3500,1500,210
2024-06-29,32.2,46.3,6.6,1,28.7,64,2024-06-29,32.2,60,1.5,2024-06-29,Wheat,5.5,3550,1500,210
2024-06-29,32.2,46.3,6.6,1,28.7,64,2024-06-29,32.2,60,1.5,2024-06-29,Wheat,5.5,3600,1500,210
2024-06-29,32.2,46.3,6.6,1,28.7,64,2024-06-29,32.2,60,1.5,2024-06-29,Wheat,5.5,3650,1500,210
2024-06-29,32.2,46.3,6.6,1,28.7,64,2024-06-29,32.2,60,1.5,2024-06-29,Wheat,5.5,3700,1500,210
2024-06-29,32.2,46.3,6.6,1,28.7,64,2024-06-29,32.2,60,1.5,2024-06-29,Wheat,5.5,3750,1500,210
2024-06-29,32.2,46.3,6.6,1,28.7,64,2024-06-29,32.2,60,1.5,2024-06-29,Wheat,5.5,3800,1500,210
2024-06-30,31.5,45.8,6.7,1,29.5,61,2024-06-30,31.5,63,0.3,2024-06-30,Corn,4.8,4000,1550,200
2024-06-30,31.5,45.8,6.7,1,29.5,61,2024-06-30,31.5,63,0.3,2024-06-30,Corn,4.8,4050,1550,200
2024-06-30,31.5,45.8,6.7,1,29.5,61,2024-06-30,31.5,63,0.3,2024-06-30,Corn,4.8,4100,1550,200
2024-06-30,31.5,45.8,6.7,1,29.5,61,2024-06-30,31.5,63,0.3,2024-06-30,Corn,4.8,4150,1550,200
2024-06-30,31.5,45.8,6.7,1,29.5,61,2024-06-30,31.5,63,0.3,2024-06-30,Corn,4.8,4200,1550,200
2024-06-30,31.5,45.8,6.7,1,29.5,61,2024-06-30,31.5,63,0.3,2024-06-30,Corn,4.8,4250,1550,200
2024-06-30,31.5,45.8,6.7,1,29.5,61,2024-06-30,31.5,63,0.3,2024-06-30,Corn,4.8,4300,1550,200
